0,1,0
67,67,2020/7/3
53,62,2020/7/3
78,72,2020/7/3
69,39,2020/7/3
64,66,2020/7/3
85,53,2020/7/3
78,72,2020/7/3
67,60,2020/7/3
71,80,2020/7/3
70,63,2020/7/3
74,42,2020/7/3
81,76,2020/7/3
70,48,2020/7/3
63,67,2020/7/3
84,69,2020/7/3
75,78,2020/7/3
77,71,2020/7/3
86,47,2020/7/3
69,35,2020/7/3
68,68,2020/7/3
60,59,2020/7/3
59,42,2020/7/3
60,73,2020/7/3
25,59,2020/7/3
76,64,2020/7/3
73,63,2020/7/3
70,78,2020/7/3
84,56,2020/7/3
71,52,2020/7/3
68,68,2020/7/3
85,43,2020/7/3
57,50,2020/7/3
80,70,2020/7/3
75,80,2020/7/3
80,56,2020/7/3
50,53,2020/7/3
75,73,2020/7/3
77,74,2020/7/3
71,80,2020/7/3
79,37,2020/7/3
73,65,2020/7/3
58,29,2020/7/3
62,68,2020/7/3
72,65,2020/7/3
69,31,2020/7/3
59,69,2020/7/3
71,80,2020/7/3
71,60,2020/7/3
84,43,2020/7/3
75,56,2020/7/3
85,77,2020/7/3
50,65,2020/7/3
60,50,2020/7/3
73,38,2020/7/3
60,50,2020/7/3
50,65,2020/7/3
71,29,2020/7/3
85,43,2020/7/3
73,25,2020/7/3
77,71,2020/7/3
78,70,2020/7/3
67,72,2020/7/3
53,62,2020/7/4
77,71,2020/7/4
85,73,2020/7/4
74,71,2020/7/4
82,76,2020/7/4
76,72,2020/7/4
77,71,2020/7/4
80,41,2020/7/4
74,71,2020/7/4
79,72,2020/7/4
76,64,2020/7/4
74,71,2020/7/4
87,67,2020/7/4
82,76,2020/7/4
85,79,2020/7/4
68,44,2020/7/4
75,79,2020/7/4
78,73,2020/7/4
85,73,2020/7/4
74,71,2020/7/4
83,74,2020/7/4
87,75,2020/7/4
67,67,2020/7/4
76,64,2020/7/4
78,73,2020/7/4
61,61,2020/7/4
80,76,2020/7/4
77,71,2020/7/4
82,78,2020/7/4
66,51,2020/7/4
78,73,2020/7/4
75,54,2020/7/4
88,65,2020/7/4
71,44,2020/7/4
78,72,2020/7/4
68,70,2020/7/4
64,19,2020/7/4
82,25,2020/7/4
80,77,2020/7/4
79,72,2020/7/4
69,79,2020/7/4
70,43,2020/7/4
65,48,2020/7/4
50,65,2020/7/4
79,73,2020/7/4
63,54,2020/7/4
64,52,2020/7/4
80,41,2020/7/4
76,32,2020/7/4
78,70,2020/7/4
62,57,2020/7/4
72,65,2020/7/5
74,74,2020/7/5
66,74,2020/7/5
76,32,2020/7/5
63,65,2020/7/5
63,65,2020/7/5
71,29,2020/7/5
78,73,2020/7/5
75,78,2020/7/5
57,20,2020/7/5
66,75,2020/7/5
62,57,2020/7/5
76,36,2020/7/5
78,60,2020/7/5
71,78,2020/7/5
66,75,2020/7/5
78,73,2020/7/5
71,35,2020/7/5
20,33,2020/7/5
73,57,2020/7/5
77,37,2020/7/5
74,73,2020/7/5
60,67,2020/7/5
78,79,2020/7/5
58,49,2020/7/5
68,68,2020/7/5
69,62,2020/7/5
92,76,2020/7/5
75,71,2020/7/5
66,73,2020/7/5
78,39,2020/7/5
69,31,2020/7/5
72,72,2020/7/5
85,77,2020/7/5
47,52,2020/7/5
55,19,2020/7/5
60,60,2020/7/5
82,62,2020/7/6
78,53,2020/7/6
47,53,2020/7/6
80,78,2020/7/6
75,78,2020/7/6
54,55,2020/7/6
79,80,2020/7/6
70,43,2020/7/6
75,32,2020/7/6
82,76,2020/7/6
77,37,2020/7/6
65,72,2020/7/6
63,66,2020/7/6
71,80,2020/7/6
84,56,2020/7/6
75,53,2020/7/6
78,73,2020/7/6
72,33,2020/7/6
47,53,2020/7/6
85,40,2020/7/6
72,60,2020/7/6
75,53,2020/7/6
88,54,2020/7/6
62,57,2020/7/6
59,57,2020/7/6
76,39,2020/7/6
71,60,2020/7/6
82,76,2020/7/6
83,72,2020/7/6
77,37,2020/7/6
60,50,2020/7/6
74,73,2020/7/6
53,65,2020/7/6
61,45,2020/7/6
77,47,2020/7/6
74,68,2020/7/6
84,80,2020/7/6
67,65,2020/7/6
77,59,2020/7/6
82,49,2020/7/6
48,62,2020/7/6
67,67,2020/7/6
62,67,2020/7/6
100,74,2020/7/6
56,56,2020/7/6
83,54,2020/7/6
62,57,2020/7/6
74,59,2020/7/6
74,73,2020/7/6
59,72,2020/7/6
56,63,2020/7/6
68,43,2020/7/6
56,65,2020/7/6
70,38,2020/7/6
69,54,2020/7/6
54,58,2020/7/6
74,68,2020/7/6
74,68,2020/7/6
85,40,2020/7/6
55,60,2020/7/6
73,52,2020/7/6
85,43,2020/7/6
48,58,2020/7/6
52,65,2020/7/6
45,35,2020/7/6
25,59,2020/7/6
58,66,2020/7/6
80,76,2020/7/6
84,21,2020/7/6
89,80,2020/7/6
57,54,2020/7/6
85,77,2020/7/7
70,49,2020/7/7
83,67,2020/7/7
77,71,2020/7/7
33,50,2020/7/7
58,49,2020/7/7
73,73,2020/7/7
84,56,2020/7/7
80,61,2020/7/7
53,52,2020/7/7
31,62,2020/7/7
73,56,2020/7/7
54,55,2020/7/7
71,44,2020/7/7
68,68,2020/7/7
84,63,2020/7/7
68,68,2020/7/7
56,56,2020/7/7
68,64,2020/7/7
68,68,2020/7/7
77,71,2020/7/7
80,63,2020/7/7
80,77,2020/7/7
85,43,2020/7/7
65,62,2020/7/7
71,72,2020/7/7
65,67,2020/7/7
56,63,2020/7/7
70,43,2020/7/7
84,58,2020/7/7
83,54,2020/7/7
78,70,2020/7/7
64,46,2020/7/7
76,74,2020/7/7
74,73,2020/7/7
58,57,2020/7/7
79,37,2020/7/7
63,75,2020/7/7
73,48,2020/7/7
47,58,2020/7/7
80,61,2020/7/7
63,65,2020/7/7
84,52,2020/7/7
82,70,2020/7/7
68,43,2020/7/7
74,52,2020/7/7
60,67,2020/7/7
66,57,2020/7/7
70,60,2020/7/7
68,64,2020/7/7
71,29,2020/7/7
85,43,2020/7/7
72,33,2020/7/7
54,67,2020/7/7
51,64,2020/7/7
76,36,2020/7/7
60,50,2020/7/7
60,58,2020/7/7
76,36,2020/7/7
84,71,2020/7/7
70,29,2020/7/7
79,80,2020/7/7
85,53,2020/7/7
65,45,2020/7/7
63,60,2020/7/7
74,30,2020/7/7
76,43,2020/7/7
87,89,2020/7/7
57,29,2020/7/7
76,43,2020/7/7
77,62,2020/7/8
80,61,2020/7/8
70,61,2020/7/8
53,30,2020/7/8
68,68,2020/7/8
72,33,2020/7/8
66,50,2020/7/8
60,50,2020/7/8
34,55,2020/7/8
72,33,2020/7/8
79,59,2020/7/8
83,71,2020/7/8
76,83,2020/7/8
62,57,2020/7/8
72,73,2020/7/8
72,72,2020/7/8
71,75,2020/7/8
73,65,2020/7/8
62,57,2020/7/8
71,63,2020/7/8
62,67,2020/7/8
81,69,2020/7/8
85,43,2020/7/8
71,29,2020/7/8
49,63,2020/7/8
75,77,2020/7/8
75,78,2020/7/8
64,68,2020/7/8
47,63,2020/7/8
67,67,2020/7/8
80,61,2020/7/8
67,60,2020/7/8
70,51,2020/7/8
84,52,2020/7/8
67,67,2020/7/8
82,62,2020/7/8
69,58,2020/7/8
81,42,2020/7/8
83,15,2020/7/8
57,29,2020/7/8
68,43,2020/7/8
71,29,2020/7/9
56,51,2020/7/9
71,35,2020/7/9
76,72,2020/7/9
76,79,2020/7/9
87,89,2020/7/9
70,59,2020/7/9
66,57,2020/7/9
83,67,2020/7/9
66,44,2020/7/9
84,56,2020/7/9
66,57,2020/7/9
80,70,2020/7/9
50,65,2020/7/9
82,76,2020/7/9
64,77,2020/7/9
68,44,2020/7/9
71,60,2020/7/9
71,29,2020/7/9
68,68,2020/7/9
60,50,2020/7/9
77,29,2020/7/9
84,52,2020/7/9
74,73,2020/7/9
77,59,2020/7/9
72,33,2020/7/9
97,65,2020/7/9
71,29,2020/7/9
77,31,2020/7/9
78,71,2020/7/9
85,54,2020/7/9
73,78,2020/7/9
74,60,2020/7/9
58,66,2020/7/9
77,76,2020/7/9
67,67,2020/7/9
68,76,2020/7/9
78,73,2020/7/9
49,63,2020/7/9
81,63,2020/7/9
33,54,2020/7/9
68,77,2020/7/9
79,80,2020/7/9
61,63,2020/7/9
95,43,2020/7/9
84,58,2020/7/9
74,74,2020/7/9
77,57,2020/7/9
52,54,2020/7/9
61,44,2020/7/9
68,68,2020/7/9
64,46,2020/7/9
76,64,2020/7/9
47,53,2020/7/9
82,62,2020/7/9
71,72,2020/7/9
58,52,2020/7/9
81,77,2020/7/9
84,63,2020/7/10
85,73,2020/7/10
83,58,2020/7/10
67,60,2020/7/10
62,53,2020/7/10
81,55,2020/7/10
68,70,2020/7/10
65,73,2020/7/10
49,63,2020/7/10
77,71,2020/7/10
77,71,2020/7/10
74,71,2020/7/10
72,33,2020/7/10
83,60,2020/7/10
74,68,2020/7/10
47,58,2020/7/10
86,52,2020/7/10
61,44,2020/7/10
77,70,2020/7/10
65,68,2020/7/10
74,71,2020/7/10
64,75,2020/7/10
68,63,2020/7/10
75,78,2020/7/10
81,72,2020/7/10
79,71,2020/7/10
68,42,2020/7/10
77,59,2020/7/10
96,76,2020/7/10
75,78,2020/7/10
47,53,2020/7/10
69,31,2020/7/10
71,75,2020/7/10
65,72,2020/7/10
100,74,2020/7/10
62,67,2020/7/10
85,73,2020/7/10
50,69,2020/7/10
73,38,2020/7/10
67,51,2020/7/10
51,56,2020/7/10
83,71,2020/7/10
59,59,2020/7/10
66,57,2020/7/10
74,68,2020/7/10
73,74,2020/7/10
85,43,2020/7/10
70,51,2020/7/10
83,58,2020/7/10
84,56,2020/7/10
73,74,2020/7/10
76,59,2020/7/10
76,55,2020/7/10
80,43,2020/7/10
75,53,2020/7/10
53,28,2020/7/10
61,44,2020/7/10
74,31,2020/7/10
84,38,2020/7/10
76,64,2020/7/10
49,65,2020/7/10
56,63,2020/7/10
77,71,2020/7/11
77,71,2020/7/11
64,52,2020/7/11
76,83,2020/7/11
74,71,2020/7/11
68,68,2020/7/11
71,29,2020/7/11
55,19,2020/7/11
48,55,2020/7/11
76,31,2020/7/11
75,80,2020/7/11
71,72,2020/7/11
77,71,2020/7/11
80,38,2020/7/11
78,71,2020/7/11
76,76,2020/7/11
81,77,2020/7/11
54,65,2020/7/11
77,71,2020/7/11
77,70,2020/7/11
86,52,2020/7/11
45,62,2020/7/11
77,71,2020/7/11
82,37,2020/7/11
82,76,2020/7/11
57,44,2020/7/11
86,50,2020/7/11
47,51,2020/7/11
54,59,2020/7/11
48,62,2020/7/11
67,67,2020/7/11
74,71,2020/7/11
61,30,2020/7/11
71,75,2020/7/11
95,44,2020/7/11
66,51,2020/7/11
75,32,2020/7/11
73,78,2020/7/11
85,77,2020/7/11
74,71,2020/7/12
74,71,2020/7/12
61,45,2020/7/12
71,72,2020/7/12
59,42,2020/7/12
81,77,2020/7/12
74,71,2020/7/12
56,42,2020/7/12
85,77,2020/7/12
77,71,2020/7/12
80,76,2020/7/12
71,29,2020/7/12
67,31,2020/7/12
77,78,2020/7/12
74,71,2020/7/12
63,65,2020/7/12
67,72,2020/7/12
77,37,2020/7/12
77,71,2020/7/12
78,72,2020/7/12
77,71,2020/7/12
76,71,2020/7/12
64,66,2020/7/12
65,72,2020/7/12
55,19,2020/7/12
76,83,2020/7/12
85,77,2020/7/12
68,68,2020/7/12
79,81,2020/7/12
58,66,2020/7/12
46,59,2020/7/12
61,45,2020/7/12
69,31,2020/7/12
50,62,2020/7/12
85,77,2020/7/12
75,80,2020/7/12
58,49,2020/7/12
59,73,2020/7/12
70,48,2020/7/12
74,71,2020/7/12
70,29,2020/7/12
77,55,2020/7/13
75,73,2020/7/13
83,72,2020/7/13
78,72,2020/7/13
87,61,2020/7/13
70,62,2020/7/13
55,57,2020/7/13
85,79,2020/7/13
77,43,2020/7/13
80,30,2020/7/13
74,73,2020/7/13
78,58,2020/7/13
75,73,2020/7/13
81,55,2020/7/13
76,44,2020/7/13
67,67,2020/7/13
82,76,2020/7/13
85,43,2020/7/13
74,68,2020/7/13
74,73,2020/7/13
82,76,2020/7/13
70,61,2020/7/13
74,72,2020/7/13
71,72,2020/7/13
82,70,2020/7/13
73,74,2020/7/13
70,59,2020/7/13
78,73,2020/7/13
79,71,2020/7/13
76,66,2020/7/13
56,63,2020/7/13
63,60,2020/7/13
76,64,2020/7/13
76,63,2020/7/13
62,52,2020/7/13
72,33,2020/7/13
77,37,2020/7/13
100,74,2020/7/13
60,50,2020/7/13
56,73,2020/7/13
51,62,2020/7/13
85,43,2020/7/13
76,36,2020/7/13
55,56,2020/7/14
72,43,2020/7/14
84,56,2020/7/14
69,31,2020/7/14
54,55,2020/7/14
92,68,2020/7/14
77,42,2020/7/14
74,74,2020/7/14
62,76,2020/7/14
71,60,2020/7/14
67,42,2020/7/14
80,42,2020/7/14
57,16,2020/7/14
69,54,2020/7/14
84,63,2020/7/14
72,59,2020/7/14
73,63,2020/7/14
71,63,2020/7/14
80,75,2020/7/14
86,38,2020/7/14
51,44,2020/7/14
53,56,2020/7/14
77,71,2020/7/14
63,68,2020/7/14
80,45,2020/7/14
58,29,2020/7/14
84,71,2020/7/14
76,65,2020/7/14
70,48,2020/7/14
60,58,2020/7/14
68,68,2020/7/14
70,75,2020/7/14
86,67,2020/7/14
75,77,2020/7/14
83,73,2020/7/14
39,41,2020/7/14
71,29,2020/7/15
79,68,2020/7/15
76,72,2020/7/15
77,70,2020/7/15
77,57,2020/7/15
69,58,2020/7/15
78,75,2020/7/15
86,52,2020/7/15
77,71,2020/7/15
97,78,2020/7/15
66,48,2020/7/15
51,45,2020/7/15
57,18,2020/7/15
63,56,2020/7/15
46,59,2020/7/15
86,52,2020/7/15
49,62,2020/7/15
81,80,2020/7/15
57,60,2020/7/15
84,58,2020/7/15
73,57,2020/7/15
71,80,2020/7/15
72,78,2020/7/15
47,63,2020/7/15
81,73,2020/7/15
79,71,2020/7/15
83,72,2020/7/15
79,81,2020/7/15
63,66,2020/7/15
86,52,2020/7/15
66,74,2020/7/15
79,80,2020/7/15
76,80,2020/7/15
72,72,2020/7/15
85,43,2020/7/15
51,57,2020/7/15
48,62,2020/7/15
64,46,2020/7/15
85,43,2020/7/15
66,49,2020/7/15
60,67,2020/7/15
82,70,2020/7/15
69,31,2020/7/15
48,62,2020/7/15
49,65,2020/7/15
49,65,2020/7/15
56,27,2020/7/15
72,78,2020/7/15
61,45,2020/7/15
85,43,2020/7/15
59,57,2020/7/15
69,31,2020/7/15
74,52,2020/7/15
83,71,2020/7/15
68,48,2020/7/15
62,57,2020/7/15
83,73,2020/7/15
73,74,2020/7/15
78,38,2020/7/15
86,47,2020/7/15
82,77,2020/7/16
71,49,2020/7/16
69,41,2020/7/16
51,64,2020/7/16
71,49,2020/7/16
56,58,2020/7/16
77,71,2020/7/16
79,71,2020/7/16
77,71,2020/7/16
44,49,2020/7/16
81,77,2020/7/16
85,40,2020/7/16
73,36,2020/7/16
78,72,2020/7/16
75,61,2020/7/16
66,60,2020/7/16
70,79,2020/7/16
87,16,2020/7/16
74,71,2020/7/16
68,68,2020/7/16
20,33,2020/7/16
82,37,2020/7/16
54,58,2020/7/16
66,73,2020/7/16
49,63,2020/7/16
77,71,2020/7/16
53,28,2020/7/16
71,72,2020/7/16
71,72,2020/7/16
78,71,2020/7/16
69,53,2020/7/16
74,59,2020/7/16
78,72,2020/7/16
65,68,2020/7/16
75,65,2020/7/16
82,37,2020/7/16
51,64,2020/7/16
83,79,2020/7/16
77,71,2020/7/16
64,65,2020/7/16
70,48,2020/7/16
82,37,2020/7/16
57,18,2020/7/16
83,74,2020/7/16
61,45,2020/7/16
60,59,2020/7/16
68,68,2020/7/16
75,78,2020/7/16
76,40,2020/7/16
70,79,2020/7/16
50,35,2020/7/16
54,59,2020/7/16
82,76,2020/7/16
54,59,2020/7/16
69,31,2020/7/16
60,50,2020/7/16
77,76,2020/7/16
72,75,2020/7/16
68,64,2020/7/17
76,66,2020/7/17
76,78,2020/7/17
77,34,2020/7/17
76,44,2020/7/17
82,37,2020/7/17
64,64,2020/7/17
57,60,2020/7/17
94,68,2020/7/17
68,68,2020/7/17
63,56,2020/7/17
